Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00     11.83     0.00        1     0.00     0.00  __fem_grid_MOD_fe_getnbnodes
  0.00     11.83     0.00        1     0.00     0.00  __fem_grid_MOD_fe_reorder
  0.00     11.83     0.00        1     0.00     0.00  __fem_grid_MOD_fe_setconnectivity
  0.00     11.83     0.00        1     0.00     0.00  __fem_grid_MOD_fe_unsetconnectivity
  0.00     11.83     0.00        1     0.00     0.00  __fields_class_MOD_fields_init
  0.00     11.83     0.00        1     0.00     0.00  __gll_MOD_get_gll_info
  0.00     11.83     0.00        1     0.00     0.00  __gll_MOD_print_gll_a
  0.00     11.83     0.00        1     0.00     0.00  __gll_MOD_zwgljd
  0.00     11.83     0.00        1     0.00     0.02  __init_MOD_init_main
  0.00     11.83     0.00        1     0.00     0.00  __input_MOD_read_main
  0.00     11.83     0.00        1     0.00     0.00  __mat_elastic_MOD_mat_elast_init_elem_work
  0.00     11.83     0.00        1     0.00     0.00  __mat_elastic_MOD_mat_elast_read
  0.00     11.83     0.00        1     0.00     0.01  __mat_gen_MOD_mat_init_prop
  0.00     11.83     0.00        1     0.00     0.00  __mat_gen_MOD_mat_init_work
  0.00     11.83     0.00        1     0.00     0.00  __mat_gen_MOD_mat_read
  0.00     11.83     0.00        1     0.00     0.01  __mat_mass_MOD_mat_mass_init
  0.00     11.83     0.00        1     0.00     0.00  __mesh_cartesian_MOD_cart_build
  0.00     11.83     0.00        1     0.00     0.00  __mesh_cartesian_MOD_cart_read
  0.00     11.83     0.00        1     0.00     0.00  __mesh_gen_MOD_mesh_build
  0.00     11.83     0.00        1     0.00     0.00  __mesh_gen_MOD_mesh_read
  0.00     11.83     0.00        1     0.00     0.00  __mesh_structured_MOD_mesh_structured_boundaries
  0.00     11.83     0.00        1     0.00     0.00  __mesh_structured_MOD_mesh_structured_connectivity
  0.00     11.83     0.00        1     0.00     0.00  __mesh_structured_MOD_mesh_structured_renumber
  0.00     11.83     0.00        1     0.00     0.00  __plot_gen_MOD_plot_init
  0.00     11.83     0.00        1     0.00     0.00  __plot_gen_MOD_read_plot_gen
  0.00     11.83     0.00        1     0.00     0.00  __rcmlib_MOD_genrcm
  0.00     11.83     0.00        1     0.00     0.00  __rcmlib_MOD_perm_inverse
  0.00     11.83     0.00        1     0.00     0.00  __receivers_MOD_rec_init
  0.00     11.83     0.00        1     0.00     0.00  __receivers_MOD_rec_read
  0.00     11.83     0.00        1     0.00     0.00  __receivers_MOD_rec_write
  0.00     11.83     0.00        1     0.00     0.00  __sources_MOD_so_read
  0.00     11.83     0.00        1     0.00     0.00  __spec_grid_MOD_se_firstelementtagged
  0.00     11.83     0.00        1     0.00     0.00  __spec_grid_MOD_se_init
  0.00     11.83     0.00        1     0.00     0.00  __spec_grid_MOD_se_isflat
  0.00     11.83     0.00        1     0.00     0.00  __time_evol_MOD_time_getcoefa2d
  0.00     11.83     0.00        1     0.00     0.00  __time_evol_MOD_time_getcoefa2v
  0.00     11.83     0.00        1     0.00     0.00  __time_evol_MOD_time_init
  0.00     11.83     0.00        1     0.00     0.00  __time_evol_MOD_time_needsalphafield
  0.00     11.83     0.00        1     0.00     0.00  __time_evol_MOD_time_read
  0.00     11.83     0.00        1     0.00     0.00  __utils_MOD_unique

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2024 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 0.08% of 11.83 seconds

index % time    self  children    called     name
                0.01   11.47       1/1           main [2]
[1]     97.0    0.01   11.47       1         MAIN__ [1]
                2.12    9.04    3208/3208        __solver_MOD_solve_leapfrog [3]
                0.00    0.26    3209/3209        __plot_gen_MOD_plot_field [11]
                0.00    0.03    3208/3209        __bc_gen_MOD_bc_write [22]
                0.00    0.02       1/1           __init_MOD_init_main [25]
                0.00    0.00    3209/3209        __receivers_MOD_rec_store [85]
                0.00    0.00    3208/3208        __solver_MOD_solve [90]
                0.00    0.00       2/2           __echo_MOD_echo_banner [128]
                0.00    0.00       1/1           __input_MOD_read_main [153]
                0.00    0.00       1/1           __receivers_MOD_rec_write [168]
-----------------------------------------------
                                                 <spontaneous>
[2]     97.0    0.00   11.48                 main [2]
                0.01   11.47       1/1           MAIN__ [1]
-----------------------------------------------
                2.12    9.04    3208/3208        MAIN__ [1]
[3]     94.3    2.12    9.04    3208         __solver_MOD_solve_leapfrog [3]
                0.42    8.59    3208/3208        __solver_MOD_compute_fint [4]
                0.00    0.03    3208/3208        __bc_gen_MOD_bc_apply [24]
                0.00    0.00    3208/3208        __sources_MOD_so_add [91]
-----------------------------------------------
                0.42    8.59    3208/3208        __solver_MOD_solve_leapfrog [3]
[4]     76.2    0.42    8.59    3208         __solver_MOD_compute_fint [4]
                0.07    4.91 41062400/41062400     __mat_gen_MOD_mat_fint [5]
                2.06    0.00 82124800/82124800     __fields_class_MOD_field_get_elem_sub [7]
                1.55    0.00 41062400/41062400     __fields_class_MOD_field_add_elem_2 [8]
-----------------------------------------------
                0.07    4.91 41062400/41062400     __solver_MOD_compute_fint [4]
[5]     42.1    0.07    4.91 41062400         __mat_gen_MOD_mat_fint [5]
                4.13    0.00 41062400/41062400     __mat_elastic_MOD_mat_elast_f [6]
                0.75    0.00 41062400/41062400     __mat_elastic_MOD_mat_elast_add_25d_f [9]
                0.03    0.00 82124800/84774401     __prop_mat_MOD_mat_iskind_elem [18]
                0.00    0.00 41062400/41510400     __mat_kelvin_voigt_MOD_mat_iskelvinvoigt [53]
                0.00    0.00 41062400/41510400     __mat_elastic_MOD_mat_iselastic [52]
-----------------------------------------------
                4.13    0.00 41062400/41062400     __mat_gen_MOD_mat_fint [5]
[6]     34.9    4.13    0.00 41062400         __mat_elastic_MOD_mat_elast_f [6]
-----------------------------------------------
                2.06    0.00 82124800/82124800     __solver_MOD_compute_fint [4]
[7]     17.4    2.06    0.00 82124800         __fields_class_MOD_field_get_elem_sub [7]
-----------------------------------------------
                1.55    0.00 41062400/41062400     __solver_MOD_compute_fint [4]
[8]     13.1    1.55    0.00 41062400         __fields_class_MOD_field_add_elem_2 [8]
-----------------------------------------------
                0.75    0.00 41062400/41062400     __mat_gen_MOD_mat_fint [5]
[9]      6.3    0.75    0.00 41062400         __mat_elastic_MOD_mat_elast_add_25d_f [9]
-----------------------------------------------
                                                 <spontaneous>
[10]     3.0    0.35    0.00                 _init [10]
-----------------------------------------------
                0.00    0.26    3209/3209        MAIN__ [1]
[11]     2.2    0.00    0.26    3209         __plot_gen_MOD_plot_field [11]
                0.02    0.23  422400/422400      __mat_gen_MOD_mat_stress_dv [12]
                0.00    0.01      66/66          __stdio_MOD_io_field_node_multi [33]
                0.00    0.00  844800/844800      __fields_class_MOD_field_get_elem_2 [55]
                0.00    0.00      99/141         __stdio_MOD_io_new_unit [96]
                0.00    0.00      33/33          __mat_gen_MOD_mat_write [101]
-----------------------------------------------
                0.02    0.23  422400/422400      __plot_gen_MOD_plot_field [11]
[12]     2.1    0.02    0.23  422400         __mat_gen_MOD_mat_stress_dv [12]
                0.01    0.21  422400/422400      __mat_gen_MOD_mat_strain_gen [13]
                0.00    0.01  422400/422400      __mat_elastic_MOD_mat_elast_stress [34]
                0.00    0.00 2112000/84774401     __prop_mat_MOD_mat_iskind_elem [18]
                0.00    0.00  422400/41510400     __mat_kelvin_voigt_MOD_mat_iskelvinvoigt [53]
                0.00    0.00  422400/41510400     __mat_elastic_MOD_mat_iselastic [52]
                0.00    0.00  422400/435200      __mat_plastic_MOD_mat_isplastic [58]
                0.00    0.00  422400/435200      __mat_visco_MOD_mat_isvisco [59]
                0.00    0.00  422400/435200      __mat_damage_MOD_mat_isdamage [57]
-----------------------------------------------
                0.01    0.21  422400/422400      __mat_gen_MOD_mat_stress_dv [12]
[13]     1.8    0.01    0.21  422400         __mat_gen_MOD_mat_strain_gen [13]
                0.00    0.21  422400/422400      __fields_class_MOD_field_strain_elem [14]
-----------------------------------------------
                0.00    0.21  422400/422400      __mat_gen_MOD_mat_strain_gen [13]
[14]     1.7    0.00    0.21  422400         __fields_class_MOD_field_strain_elem [14]
                0.01    0.17  422400/422401      __spec_grid_MOD_se_inversejacobian_e [15]
                0.03    0.00 1689600/1689600     __mxmlib_MOD_mxm [19]
-----------------------------------------------
                0.00    0.00       1/422401      __mat_elastic_MOD_mat_elast_init_elem_work [41]
                0.01    0.17  422400/422401      __fields_class_MOD_field_strain_elem [14]
[15]     1.5    0.01    0.17  422401         __spec_grid_MOD_se_inversejacobian_e [15]
                0.13    0.00  422401/435203      __spec_grid_MOD___copy_spec_grid_Sem_grid_type [16]
                0.04    0.00 10560025/10560033     __utils_MOD_invert2 [17]
-----------------------------------------------
                0.00    0.00   12802/435203      __spec_grid_MOD_se_volumeweights_e [36]
                0.13    0.00  422401/435203      __spec_grid_MOD_se_inversejacobian_e [15]
[16]     1.1    0.13    0.00  435203         __spec_grid_MOD___copy_spec_grid_Sem_grid_type [16]
                0.00    0.00  435203/464423      __fem_grid_MOD_fe_getelementcoord [56]
-----------------------------------------------
                0.00    0.00       8/10560033     __fem_grid_MOD_fe_find_point [42]
                0.04    0.00 10560025/10560033     __spec_grid_MOD_se_inversejacobian_e [15]
[17]     0.3    0.04    0.00 10560033         __utils_MOD_invert2 [17]
-----------------------------------------------
                0.00    0.00       1/84774401     __mat_elastic_MOD_mat_elast_init_elem_work [41]
                0.00    0.00   12800/84774401     __mat_elastic_MOD_mat_elast_init_elem_prop [35]
                0.00    0.00   38400/84774401     __mat_gen_MOD_mat_init_work [38]
                0.00    0.00   64000/84774401     __mat_gen_MOD_mat_init_prop [27]
                0.00    0.00  422400/84774401     __mat_elastic_MOD_mat_elast_stress [34]
                0.00    0.00 2112000/84774401     __mat_gen_MOD_mat_stress_dv [12]
                0.03    0.00 82124800/84774401     __mat_gen_MOD_mat_fint [5]
[18]     0.3    0.03    0.00 84774401         __prop_mat_MOD_mat_iskind_elem [18]
-----------------------------------------------
                0.03    0.00 1689600/1689600     __fields_class_MOD_field_strain_elem [14]
[19]     0.3    0.03    0.00 1689600         __mxmlib_MOD_mxm [19]
-----------------------------------------------
                0.03    0.00    6418/6418        __bc_dynflt_MOD_bc_dynflt_write [21]
[20]     0.3    0.03    0.00    6418         __bc_dynflt_MOD___copy_bc_dynflt_Bc_dynflt_input_type [20]
-----------------------------------------------
                0.00    0.03    3209/3209        __bc_gen_MOD_bc_write [22]
[21]     0.3    0.00    0.03    3209         __bc_dynflt_MOD_bc_dynflt_write [21]
                0.03    0.00    6418/6418        __bc_dynflt_MOD___copy_bc_dynflt_Bc_dynflt_input_type [20]
-----------------------------------------------
                0.00    0.00       1/3209        __bc_gen_MOD_bc_init [39]
                0.00    0.03    3208/3209        MAIN__ [1]
[22]     0.3    0.00    0.03    3209         __bc_gen_MOD_bc_write [22]
                0.00    0.03    3209/3209        __bc_dynflt_MOD_bc_dynflt_write [21]
-----------------------------------------------
                0.02    0.01    3208/3208        __bc_gen_MOD_bc_apply [24]
[23]     0.3    0.02    0.01    3208         __bc_dynflt_MOD_bc_dynflt_apply [23]
                0.01    0.00    3208/3209        __bc_dynflt_twf_MOD_twf_mu [31]
                0.00    0.00    3208/3208        __bc_dynflt_normal_MOD_normal_update [88]
                0.00    0.00    3208/3208        __bc_dynflt_swf_MOD_swf_update_state [89]
                0.00    0.00    3208/3208        __bc_dynflt_normal_MOD_normal_getsigma [87]
                0.00    0.00    3208/3209        __bc_dynflt_swf_MOD_swf_mu [84]
-----------------------------------------------
                0.00    0.03    3208/3208        __solver_MOD_solve_leapfrog [3]
[24]     0.3    0.00    0.03    3208         __bc_gen_MOD_bc_apply [24]
                0.02    0.01    3208/3208        __bc_dynflt_MOD_bc_dynflt_apply [23]
                0.00    0.00   12832/12832       __bc_gen_MOD___copy_bc_gen_Bc_type [76]
                0.00    0.00    6416/6416        __bc_abso_MOD_bc_abso_apply [81]
-----------------------------------------------
                0.00    0.02       1/1           MAIN__ [1]
[25]     0.2    0.00    0.02       1         __init_MOD_init_main [25]
                0.00    0.01       1/1           __mat_mass_MOD_mat_mass_init [26]
                0.00    0.01       1/1           __mat_gen_MOD_mat_init_prop [27]
                0.00    0.00   25600/921604      __prop_mat_MOD_mat_getprop_e [28]
                0.00    0.00       1/1           __mat_gen_MOD_mat_init_work [38]
                0.00    0.00       1/1           __bc_gen_MOD_bc_init [39]
                0.00    0.00       1/1           __receivers_MOD_rec_init [44]
                0.00    0.00   12800/13524       __spec_grid_MOD_se_inquire [72]
                0.00    0.00   12800/25600       __spec_grid_MOD_se_elem_coord [71]
                0.00    0.00       2/141         __stdio_MOD_io_new_unit [96]
                0.00    0.00       2/2           __plot_postscript_MOD_plot_ps [130]
                0.00    0.00       1/1           __mesh_gen_MOD_mesh_build [158]
                0.00    0.00       1/1           __spec_grid_MOD_se_init [171]
                0.00    0.00       1/1           __plot_gen_MOD_plot_init [163]
                0.00    0.00       1/1           __time_evol_MOD_time_init [175]
                0.00    0.00       1/3           __time_evol_MOD_time_gettimestep [125]
                0.00    0.00       1/26          __memory_info_MOD_storearray [104]
                0.00    0.00       1/1           __time_evol_MOD_time_needsalphafield [176]
                0.00    0.00       1/1           __fields_class_MOD_fields_init [149]
                0.00    0.00       1/18          __memory_info_MOD_memo_echo [111]
-----------------------------------------------
                0.00    0.01       1/1           __init_MOD_init_main [25]
[26]     0.1    0.00    0.01       1         __mat_mass_MOD_mat_mass_init [26]
                0.01    0.00   12800/12800       __fields_class_MOD_field_add_elem_1 [30]
                0.00    0.00   12800/12802       __spec_grid_MOD_se_volumeweights_e [36]
                0.00    0.00   12800/921604      __prop_mat_MOD_mat_getprop_e [28]
                0.00    0.00       1/18          __memory_info_MOD_memo_echo [111]
                0.00    0.00       1/26          __memory_info_MOD_storearray [104]
-----------------------------------------------
                0.00    0.01       1/1           __init_MOD_init_main [25]
[27]     0.1    0.00    0.01       1         __mat_gen_MOD_mat_init_prop [27]
                0.00    0.01   12800/12800       __mat_elastic_MOD_mat_elast_init_elem_prop [35]
                0.00    0.00   12800/12800       __mat_mass_MOD_mat_mass_init_elem_prop [37]
                0.00    0.00   38400/921604      __prop_mat_MOD_mat_getprop_e [28]
                0.00    0.00   64000/84774401     __prop_mat_MOD_mat_iskind_elem [18]
                0.00    0.00   12800/41510400     __mat_elastic_MOD_mat_iselastic [52]
                0.00    0.00   12800/41510400     __mat_kelvin_voigt_MOD_mat_iskelvinvoigt [53]
                0.00    0.00   12800/435200      __mat_plastic_MOD_mat_isplastic [58]
                0.00    0.00   12800/435200      __mat_damage_MOD_mat_isdamage [57]
                0.00    0.00   12800/435200      __mat_visco_MOD_mat_isvisco [59]
                0.00    0.00   12800/12800       __prop_mat_MOD_mat_setprop_elem_ptr_input [80]
                0.00    0.00   12800/25600       __spec_grid_MOD_se_elem_coord [71]
                0.00    0.00       7/26          __memory_info_MOD_storearray [104]
                0.00    0.00       6/141         __stdio_MOD_io_new_unit [96]
                0.00    0.00       3/18          __memory_info_MOD_memo_echo [111]
-----------------------------------------------
                0.00    0.00       4/921604      __mat_elastic_MOD_mat_elast_init_elem_work [41]
                0.00    0.00   12800/921604      __mat_mass_MOD_mat_mass_init [26]
                0.00    0.00   25600/921604      __init_MOD_init_main [25]
                0.00    0.00   38400/921604      __mat_gen_MOD_mat_init_prop [27]
                0.01    0.00  844800/921604      __mat_elastic_MOD_mat_elast_stress [34]
[28]     0.1    0.01    0.00  921604         __prop_mat_MOD_mat_getprop_e [28]
                0.00    0.00  921604/921604      __prop_elem_MOD_prop_get_1 [54]
-----------------------------------------------
                0.00    0.00   12800/64000       __mat_mass_MOD_mat_mass_init_elem_prop [37]
                0.01    0.00   51200/64000       __mat_elastic_MOD_mat_elast_init_elem_prop [35]
