Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00     12.48     0.00   102400     0.00     0.00  __utils_MOD_sub2ind_b
  0.00     12.48     0.00    98169     0.00     0.00  __generic_list_MOD_li_associated
  0.00     12.48     0.00    66653     0.00     0.00  __generic_list_MOD_li_remove_head
  0.00     12.48     0.00    64480     0.00     0.00  __utils_MOD_sub2ind
  0.00     12.48     0.00    64000     0.00     0.00  __distribution_cd_MOD_dist_cd_init_2
  0.00     12.48     0.00    64000     0.00     0.00  __distribution_cd_MOD_dist_cd_isdist
  0.00     12.48     0.00    64000     0.00     0.00  __prop_elem_MOD_prop_set_cd1
  0.00     12.48     0.00    64000     0.00     0.00  __prop_elem_MOD_prop_size
  0.00     12.48     0.00    64000     0.00     0.00  __prop_mat_MOD_mat_setprop_elem_from_input
  0.00     12.48     0.00    53608     0.00     0.00  __generic_list_MOD_li_add_to_head
  0.00     12.48     0.00    32480     0.00     0.00  __generic_list_MOD_li_get_next
  0.00     12.48     0.00    25840     0.00     0.00  __fem_grid_MOD_fe_getedgeconn
  0.00     12.48     0.00    25600     0.00     0.00  __spec_grid_MOD_se_elem_coord
  0.00     12.48     0.00    13524     0.00     0.00  __spec_grid_MOD_se_inquire
  0.00     12.48     0.00    13049     0.00     0.00  __generic_list_MOD_li_init_list
  0.00     12.48     0.00    13041     0.00     0.00  __fem_grid_MOD_fe_getvertexconn
  0.00     12.48     0.00    13041     0.00     0.00  __generic_list_MOD_li_get_len
  0.00     12.48     0.00    12832     0.00     0.00  __bc_gen_MOD___copy_bc_gen_Bc_type
  0.00     12.48     0.00    12802     0.00     0.00  __spec_grid_MOD_se_volumeweights_e
  0.00     12.48     0.00    12800     0.00     0.00  __fem_grid_MOD_fe_getelementsizes
  0.00     12.48     0.00    12800     0.00     0.00  __fields_class_MOD_field_add_elem_1
  0.00     12.48     0.00    12800     0.00     0.00  __mat_elastic_MOD_mat_elast_init_elem_prop
  0.00     12.48     0.00    12800     0.00     0.00  __mat_elastic_MOD_mat_iselastichomogeneous
  0.00     12.48     0.00    12800     0.00     0.00  __mat_mass_MOD_mat_mass_init_elem_prop
  0.00     12.48     0.00    12800     0.00     0.00  __prop_mat_MOD_mat_isprop_input
  0.00     12.48     0.00    12800     0.00     0.00  __prop_mat_MOD_mat_setprop_elem_ptr_input
  0.00     12.48     0.00     6416     0.00     0.00  __bc_abso_MOD_bc_abso_apply
  0.00     12.48     0.00     3600     0.00     0.00  __prop_elem_MOD_prop_get_ij_1
  0.00     12.48     0.00     3600     0.00     0.00  __prop_mat_MOD_mat_getprop_ij
  0.00     12.48     0.00     3209     0.00     0.00  __bc_dynflt_MOD_bc_dynflt_write
  0.00     12.48     0.00     3209     0.00     0.00  __bc_dynflt_twf_MOD_twf_mu
  0.00     12.48     0.00     3209     0.00     0.00  __bc_gen_MOD_bc_write
  0.00     12.48     0.00     3209     0.00     0.00  __receivers_MOD_rec_store
  0.00     12.48     0.00     3208     0.00     0.00  __bc_dirneu_MOD_bc_dirneu_apply
  0.00     12.48     0.00     3208     0.00     0.00  __bc_dynflt_normal_MOD_normal_getsigma
  0.00     12.48     0.00     3208     0.00     0.00  __bc_dynflt_normal_MOD_normal_update
  0.00     12.48     0.00     3208     0.00     0.00  __bc_dynflt_swf_MOD_swf_update_state
  0.00     12.48     0.00     3208     0.00     0.00  __bc_gen_MOD_bc_apply
  0.00     12.48     0.00     3208     0.00     0.00  __solver_MOD_solve
  0.00     12.48     0.00     3208     0.00     0.00  __sources_MOD_so_add
  0.00     12.48     0.00     1200     0.00     0.00  __spec_grid_MOD_se_jacobian_eij
  0.00     12.48     0.00      960     0.00     0.00  __generic_list_MOD_li_get_head
  0.00     12.48     0.00      480     0.00     0.00  __spec_grid_MOD_se_get_edge_nodes
  0.00     12.48     0.00      300     0.00     0.00  __gll_MOD_hgll
  0.00     12.48     0.00      141     0.00     0.00  __stdio_MOD_io_new_unit
  0.00     12.48     0.00      132     0.00     0.00  __stdio_MOD_io_field_node_single
  0.00     12.48     0.00       66     0.00     0.00  __mat_gen_MOD_mat_stress
  0.00     12.48     0.00       66     0.00     0.00  __stdio_MOD_io_field_node_multi
  0.00     12.48     0.00       53     0.00     0.00  __elem_q4_MOD_q4_getshape
  0.00     12.48     0.00       43     0.00     0.00  __elem_q4_MOD_q4_getdershape
  0.00     12.48     0.00       33     0.00     0.00  __mat_damage_MOD_mat_anydamage
  0.00     12.48     0.00       33     0.00     0.00  __mat_gen_MOD_mat_write
  0.00     12.48     0.00       33     0.00     0.00  __mat_plastic_MOD_mat_anyplastic
  0.00     12.48     0.00       28     0.00     0.00  __fem_grid_MOD___copy_fem_grid_Fem_grid_type
  0.00     12.48     0.00       26     0.00     0.00  __memory_info_MOD_storearray
  0.00     12.48     0.00       25     0.00     0.00  __fem_grid_MOD_fe_getdershape
  0.00     12.48     0.00       25     0.00     0.00  __fem_grid_MOD_fe_getshape
  0.00     12.48     0.00       25     0.00     0.00  __gll_MOD_hdgll
  0.00     12.48     0.00       19     0.00     0.00  __distribution_cd_MOD_dist_cd_read
  0.00     12.48     0.00       19     0.00     0.00  __generic_list_MOD_li_check_list
  0.00     12.48     0.00       19     0.00     0.00  __utils_MOD_string_setopt
  0.00     12.48     0.00       18     0.00     0.00  __memory_info_MOD_memo_echo
  0.00     12.48     0.00       13     0.00     0.00  __distribution_cd_MOD_dist_cd_init_1
  0.00     12.48     0.00       10     0.00     0.00  __fem_grid_MOD_fe_find_point
  0.00     12.48     0.00       10     0.00     0.00  __spec_grid_MOD_se_find_nearest_node
  0.00     12.48     0.00       10     0.00     0.00  __spec_grid_MOD_se_find_point
  0.00     12.48     0.00       10     0.00     0.00  __spec_grid_MOD_se_init_interpol
  0.00     12.48     0.00       10     0.00     0.00  __spec_grid_MOD_se_node_belongs_to_2
  0.00     12.48     0.00        6     0.00     0.00  __plot_gmt_MOD_plot_gmt_init
  0.00     12.48     0.00        5     0.00     0.00  __prop_mat_MOD_mat_setprop_input
  0.00     12.48     0.00        5     0.00     0.00  __utils_MOD_drank
  0.00     12.48     0.00        4     0.00     0.00  __bc_periodic_MOD_bc_perio_intersects
  0.00     12.48     0.00        4     0.00     0.00  __spec_grid_MOD_bc_get_normal_and_weights
  0.00     12.48     0.00        4     0.00     0.00  __spec_grid_MOD_bc_inquire
  0.00     12.48     0.00        4     0.00     0.00  __spec_grid_MOD_bc_tag_exists
  0.00     12.48     0.00        3     0.00     0.00  __fields_class_MOD___copy_fields_class_Fields_type
  0.00     12.48     0.00        3     0.00     0.00  __prop_mat_MOD_mat_setkind
  0.00     12.48     0.00        3     0.00     0.00  __time_evol_MOD_time_gettimestep
  0.00     12.48     0.00        2     0.00     0.00  __bc_abso_MOD_bc_abso_init
  0.00     12.48     0.00        2     0.00     0.00  __bc_abso_MOD_bc_abso_read
  0.00     12.48     0.00        2     0.00     0.00  __echo_MOD_echo_banner
  0.00     12.48     0.00        2     0.00     0.00  __fem_grid_MOD_fe_getnodesperelement
  0.00     12.48     0.00        2     0.00     0.00  __plot_postscript_MOD_plot_ps
  0.00     12.48     0.00        2     0.00     0.00  __rcmlib_MOD_level_set
  0.00     12.48     0.00        2     0.00     0.00  __time_evol_MOD_time_getcoefa2vrhs
  0.00     12.48     0.00        2     0.00     0.00  __time_evol_MOD_time_getnbtimesteps
  0.00     12.48     0.00        1     0.00    12.21  MAIN__
  0.00     12.48     0.00        1     0.00     0.00  __bc_dirneu_MOD_bc_dirneu_init
  0.00     12.48     0.00        1     0.00     0.00  __bc_dirneu_MOD_bc_dirneu_read
  0.00     12.48     0.00        1     0.00     0.00  __bc_dynflt_MOD_bc_dynflt_init
  0.00     12.48     0.00        1     0.00     0.00  __bc_dynflt_MOD_bc_dynflt_read
  0.00     12.48     0.00        1     0.00     0.00  __bc_dynflt_normal_MOD_normal_init
  0.00     12.48     0.00        1     0.00     0.00  __bc_dynflt_normal_MOD_normal_read
  0.00     12.48     0.00        1     0.00     0.00  __bc_dynflt_swf_MOD_swf_init
  0.00     12.48     0.00        1     0.00     0.00  __bc_dynflt_swf_MOD_swf_read
  0.00     12.48     0.00        1     0.00     0.00  __bc_dynflt_twf_MOD_twf_read
  0.00     12.48     0.00        1     0.00     0.00  __bc_gen_MOD_bc_init
  0.00     12.48     0.00        1     0.00     0.00  __bc_gen_MOD_bc_read
  0.00     12.48     0.00        1     0.00     0.00  __echo_MOD_echo_set
  0.00     12.48     0.00        1     0.00     0.00  __fem_grid_MOD_fe_getnbelements
  0.00     12.48     0.00        1     0.00     0.00  __fem_grid_MOD_fe_getnbnodes
  0.00     12.48     0.00        1     0.00     0.00  __fem_grid_MOD_fe_reorder
  0.00     12.48     0.00        1     0.00     0.00  __fem_grid_MOD_fe_setconnectivity
  0.00     12.48     0.00        1     0.00     0.00  __fem_grid_MOD_fe_unsetconnectivity
  0.00     12.48     0.00        1     0.00     0.00  __fields_class_MOD_fields_init
  0.00     12.48     0.00        1     0.00     0.00  __gll_MOD_get_gll_info
  0.00     12.48     0.00        1     0.00     0.00  __gll_MOD_print_gll_a
  0.00     12.48     0.00        1     0.00     0.00  __gll_MOD_zwgljd
  0.00     12.48     0.00        1     0.00     0.01  __init_MOD_init_main
  0.00     12.48     0.00        1     0.00     0.00  __input_MOD_read_main
  0.00     12.48     0.00        1     0.00     0.00  __mat_elastic_MOD_mat_elast_init_elem_work
  0.00     12.48     0.00        1     0.00     0.00  __mat_elastic_MOD_mat_elast_read
  0.00     12.48     0.00        1     0.00     0.00  __mat_gen_MOD_mat_init_prop
  0.00     12.48     0.00        1     0.00     0.00  __mat_gen_MOD_mat_init_work
  0.00     12.48     0.00        1     0.00     0.00  __mat_gen_MOD_mat_read
  0.00     12.48     0.00        1     0.00     0.00  __mat_mass_MOD_mat_mass_init
  0.00     12.48     0.00        1     0.00     0.00  __mesh_cartesian_MOD_cart_build
  0.00     12.48     0.00        1     0.00     0.00  __mesh_cartesian_MOD_cart_read
  0.00     12.48     0.00        1     0.00     0.00  __mesh_gen_MOD_mesh_build
  0.00     12.48     0.00        1     0.00     0.00  __mesh_gen_MOD_mesh_read
  0.00     12.48     0.00        1     0.00     0.00  __mesh_structured_MOD_mesh_structured_boundaries
  0.00     12.48     0.00        1     0.00     0.00  __mesh_structured_MOD_mesh_structured_connectivity
  0.00     12.48     0.00        1     0.00     0.00  __mesh_structured_MOD_mesh_structured_renumber
  0.00     12.48     0.00        1     0.00     0.00  __plot_gen_MOD_plot_init
  0.00     12.48     0.00        1     0.00     0.00  __plot_gen_MOD_read_plot_gen
  0.00     12.48     0.00        1     0.00     0.00  __rcmlib_MOD_genrcm
  0.00     12.48     0.00        1     0.00     0.00  __rcmlib_MOD_perm_inverse
  0.00     12.48     0.00        1     0.00     0.00  __receivers_MOD_rec_init
  0.00     12.48     0.00        1     0.00     0.00  __receivers_MOD_rec_read
  0.00     12.48     0.00        1     0.00     0.00  __receivers_MOD_rec_write
  0.00     12.48     0.00        1     0.00     0.00  __sources_MOD_so_read
  0.00     12.48     0.00        1     0.00     0.00  __spec_grid_MOD_se_firstelementtagged
  0.00     12.48     0.00        1     0.00     0.00  __spec_grid_MOD_se_init
  0.00     12.48     0.00        1     0.00     0.00  __spec_grid_MOD_se_isflat
  0.00     12.48     0.00        1     0.00     0.00  __time_evol_MOD_time_getcoefa2d
  0.00     12.48     0.00        1     0.00     0.00  __time_evol_MOD_time_getcoefa2v
  0.00     12.48     0.00        1     0.00     0.00  __time_evol_MOD_time_init
  0.00     12.48     0.00        1     0.00     0.00  __time_evol_MOD_time_needsalphafield
  0.00     12.48     0.00        1     0.00     0.00  __time_evol_MOD_time_read
  0.00     12.48     0.00        1     0.00     0.00  __utils_MOD_unique

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2024 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 0.08% of 12.48 seconds

index % time    self  children    called     name
                0.00   12.21       1/1           main [2]
[1]     97.8    0.00   12.21       1         MAIN__ [1]
                2.17    9.73    3208/3208        __solver_MOD_solve_leapfrog [3]
                0.03    0.27    3209/3209        __plot_gen_MOD_plot_field [10]
                0.00    0.01    3208/3209        __bc_gen_MOD_bc_write [29]
                0.00    0.01       1/1           __init_MOD_init_main [30]
                0.00    0.00    3209/3209        __receivers_MOD_rec_store [83]
                0.00    0.00    3208/3208        __solver_MOD_solve [88]
                0.00    0.00       2/2           __echo_MOD_echo_banner [128]
                0.00    0.00       1/1           __input_MOD_read_main [153]
                0.00    0.00       1/1           __receivers_MOD_rec_write [168]
-----------------------------------------------
                                                 <spontaneous>
[2]     97.8    0.00   12.21                 main [2]
                0.00   12.21       1/1           MAIN__ [1]
-----------------------------------------------
                2.17    9.73    3208/3208        MAIN__ [1]
[3]     95.3    2.17    9.73    3208         __solver_MOD_solve_leapfrog [3]
                0.36    9.30    3208/3208        __solver_MOD_compute_fint [4]
                0.00    0.07    3208/3208        __bc_gen_MOD_bc_apply [18]
                0.00    0.00    3208/3208        __sources_MOD_so_add [89]
-----------------------------------------------
                0.36    9.30    3208/3208        __solver_MOD_solve_leapfrog [3]
[4]     77.4    0.36    9.30    3208         __solver_MOD_compute_fint [4]
                0.06    5.16 41062400/41062400     __mat_gen_MOD_mat_fint [5]
                2.79    0.00 82124800/82124800     __fields_class_MOD_field_get_elem_sub [7]
                1.29    0.00 41062400/41062400     __fields_class_MOD_field_add_elem_2 [8]
-----------------------------------------------
                0.06    5.16 41062400/41062400     __solver_MOD_compute_fint [4]
[5]     41.8    0.06    5.16 41062400         __mat_gen_MOD_mat_fint [5]
                4.38    0.00 41062400/41062400     __mat_elastic_MOD_mat_elast_f [6]
                0.73    0.00 41062400/41062400     __mat_elastic_MOD_mat_elast_add_25d_f [9]
                0.05    0.00 82124800/84774401     __prop_mat_MOD_mat_iskind_elem [19]
                0.00    0.00 41062400/41510400     __mat_kelvin_voigt_MOD_mat_iskelvinvoigt [50]
                0.00    0.00 41062400/41510400     __mat_elastic_MOD_mat_iselastic [49]
-----------------------------------------------
                4.38    0.00 41062400/41062400     __mat_gen_MOD_mat_fint [5]
[6]     35.1    4.38    0.00 41062400         __mat_elastic_MOD_mat_elast_f [6]
-----------------------------------------------
                2.79    0.00 82124800/82124800     __solver_MOD_compute_fint [4]
[7]     22.4    2.79    0.00 82124800         __fields_class_MOD_field_get_elem_sub [7]
-----------------------------------------------
                1.29    0.00 41062400/41062400     __solver_MOD_compute_fint [4]
[8]     10.3    1.29    0.00 41062400         __fields_class_MOD_field_add_elem_2 [8]
-----------------------------------------------
                0.73    0.00 41062400/41062400     __mat_gen_MOD_mat_fint [5]
[9]      5.8    0.73    0.00 41062400         __mat_elastic_MOD_mat_elast_add_25d_f [9]
-----------------------------------------------
                0.03    0.27    3209/3209        MAIN__ [1]
[10]     2.4    0.03    0.27    3209         __plot_gen_MOD_plot_field [10]
                0.00    0.26  422400/422400      __mat_gen_MOD_mat_stress_dv [12]
                0.01    0.00  844800/844800      __fields_class_MOD_field_get_elem_2 [25]
                0.00    0.00      99/141         __stdio_MOD_io_new_unit [94]
                0.00    0.00      66/66          __stdio_MOD_io_field_node_multi [97]
                0.00    0.00      33/33          __mat_gen_MOD_mat_write [101]
-----------------------------------------------
                                                 <spontaneous>
[11]     2.2    0.27    0.00                 _init [11]
-----------------------------------------------
                0.00    0.26  422400/422400      __plot_gen_MOD_plot_field [10]
[12]     2.1    0.00    0.26  422400         __mat_gen_MOD_mat_stress_dv [12]
                0.00    0.23  422400/422400      __mat_gen_MOD_mat_strain_gen [14]
                0.01    0.02  422400/422400      __mat_elastic_MOD_mat_elast_stress [20]
                0.00    0.00 2112000/84774401     __prop_mat_MOD_mat_iskind_elem [19]
                0.00    0.00  422400/41510400     __mat_kelvin_voigt_MOD_mat_iskelvinvoigt [50]
                0.00    0.00  422400/41510400     __mat_elastic_MOD_mat_iselastic [49]
                0.00    0.00  422400/435200      __mat_plastic_MOD_mat_isplastic [53]
                0.00    0.00  422400/435200      __mat_visco_MOD_mat_isvisco [54]
                0.00    0.00  422400/435200      __mat_damage_MOD_mat_isdamage [52]
-----------------------------------------------
                0.06    0.17  422400/422400      __mat_gen_MOD_mat_strain_gen [14]
[13]     1.8    0.06    0.17  422400         __fields_class_MOD_field_strain_elem [13]
                0.01    0.14  422400/422401      __spec_grid_MOD_se_inversejacobian_e [15]
                0.02    0.00 1689600/1689600     __mxmlib_MOD_mxm [22]
-----------------------------------------------
                0.00    0.23  422400/422400      __mat_gen_MOD_mat_stress_dv [12]
[14]     1.8    0.00    0.23  422400         __mat_gen_MOD_mat_strain_gen [14]
                0.06    0.17  422400/422400      __fields_class_MOD_field_strain_elem [13]
-----------------------------------------------
                0.00    0.00       1/422401      __mat_elastic_MOD_mat_elast_init_elem_work [38]
                0.01    0.14  422400/422401      __fields_class_MOD_field_strain_elem [13]
[15]     1.2    0.01    0.14  422401         __spec_grid_MOD_se_inversejacobian_e [15]
                0.12    0.00  422401/435203      __spec_grid_MOD___copy_spec_grid_Sem_grid_type [16]
                0.02    0.00 10560025/10560033     __utils_MOD_invert2 [21]
-----------------------------------------------
                0.00    0.00   12802/435203      __spec_grid_MOD_se_volumeweights_e [32]
                0.12    0.00  422401/435203      __spec_grid_MOD_se_inversejacobian_e [15]
[16]     1.0    0.12    0.00  435203         __spec_grid_MOD___copy_spec_grid_Sem_grid_type [16]
                0.00    0.00  435203/464423      __fem_grid_MOD_fe_getelementcoord [51]
-----------------------------------------------
                0.06    0.01    3208/3208        __bc_gen_MOD_bc_apply [18]
[17]     0.6    0.06    0.01    3208         __bc_dynflt_MOD_bc_dynflt_apply [17]
                0.01    0.00    3208/3209        __bc_dynflt_swf_MOD_swf_mu [28]
                0.00    0.00    3208/3208        __bc_dynflt_normal_MOD_normal_update [86]
                0.00    0.00    3208/3208        __bc_dynflt_swf_MOD_swf_update_state [87]
                0.00    0.00    3208/3209        __bc_dynflt_twf_MOD_twf_mu [82]
                0.00    0.00    3208/3208        __bc_dynflt_normal_MOD_normal_getsigma [85]
-----------------------------------------------
                0.00    0.07    3208/3208        __solver_MOD_solve_leapfrog [3]
[18]     0.6    0.00    0.07    3208         __bc_gen_MOD_bc_apply [18]
                0.06    0.01    3208/3208        __bc_dynflt_MOD_bc_dynflt_apply [17]
                0.00    0.00   12832/12832       __bc_gen_MOD___copy_bc_gen_Bc_type [72]
                0.00    0.00    6416/6416        __bc_abso_MOD_bc_abso_apply [79]
-----------------------------------------------
                0.00    0.00       1/84774401     __mat_elastic_MOD_mat_elast_init_elem_work [38]
                0.00    0.00   12800/84774401     __mat_elastic_MOD_mat_elast_init_elem_prop [35]
                0.00    0.00   38400/84774401     __mat_gen_MOD_mat_init_work [34]
                0.00    0.00   64000/84774401     __mat_gen_MOD_mat_init_prop [33]
                0.00    0.00  422400/84774401     __mat_elastic_MOD_mat_elast_stress [20]
                0.00    0.00 2112000/84774401     __mat_gen_MOD_mat_stress_dv [12]
                0.05    0.00 82124800/84774401     __mat_gen_MOD_mat_fint [5]
[19]     0.4    0.05    0.00 84774401         __prop_mat_MOD_mat_iskind_elem [19]
-----------------------------------------------
                0.01    0.02  422400/422400      __mat_gen_MOD_mat_stress_dv [12]
[20]     0.2    0.01    0.02  422400         __mat_elastic_MOD_mat_elast_stress [20]
                0.01    0.01  844800/921604      __prop_mat_MOD_mat_getprop_e [23]
                0.00    0.00  422400/84774401     __prop_mat_MOD_mat_iskind_elem [19]
-----------------------------------------------
                0.00    0.00       8/10560033     __fem_grid_MOD_fe_find_point [39]
                0.02    0.00 10560025/10560033     __spec_grid_MOD_se_inversejacobian_e [15]
[21]     0.2    0.02    0.00 10560033         __utils_MOD_invert2 [21]
-----------------------------------------------
                0.02    0.00 1689600/1689600     __fields_class_MOD_field_strain_elem [13]
[22]     0.2    0.02    0.00 1689600         __mxmlib_MOD_mxm [22]
-----------------------------------------------
                0.00    0.00       4/921604      __mat_elastic_MOD_mat_elast_init_elem_work [38]
                0.00    0.00   12800/921604      __mat_mass_MOD_mat_mass_init [31]
                0.00    0.00   25600/921604      __init_MOD_init_main [30]
                0.00    0.00   38400/921604      __mat_gen_MOD_mat_init_prop [33]
                0.01    0.01  844800/921604      __mat_elastic_MOD_mat_elast_stress [20]
[23]     0.2    0.01    0.01  921604         __prop_mat_MOD_mat_getprop_e [23]
                0.01    0.00  921604/921604      __prop_elem_MOD_prop_get_1 [24]
-----------------------------------------------
                0.01    0.00  921604/921604      __prop_mat_MOD_mat_getprop_e [23]
[24]     0.1    0.01    0.00  921604         __prop_elem_MOD_prop_get_1 [24]
-----------------------------------------------
                0.01    0.00  844800/844800      __plot_gen_MOD_plot_field [10]
[25]     0.1    0.01    0.00  844800         __fields_class_MOD_field_get_elem_2 [25]
-----------------------------------------------
                0.01    0.00    6418/6418        __bc_dynflt_MOD_bc_dynflt_write [27]
[26]     0.1    0.01    0.00    6418         __bc_dynflt_MOD___copy_bc_dynflt_Bc_dynflt_input_type [26]
-----------------------------------------------
                0.00    0.01    3209/3209        __bc_gen_MOD_bc_write [29]
[27]     0.1    0.00    0.01    3209         __bc_dynflt_MOD_bc_dynflt_write [27]
                0.01    0.00    6418/6418        __bc_dynflt_MOD___copy_bc_dynflt_Bc_dynflt_input_type [26]
-----------------------------------------------
                0.00    0.00       1/3209        __bc_dynflt_MOD_bc_dynflt_init [37]
                0.01    0.00    3208/3209        __bc_dynflt_MOD_bc_dynflt_apply [17]
[28]     0.1    0.01    0.00    3209         __bc_dynflt_swf_MOD_swf_mu [28]
-----------------------------------------------
                0.00    0.00       1/3209        __bc_gen_MOD_bc_init [36]
                0.00    0.01    3208/3209        MAIN__ [1]
[29]     0.1    0.00    0.01    3209         __bc_gen_MOD_bc_write [29]
                0.00    0.01    3209/3209        __bc_dynflt_MOD_bc_dynflt_write [27]
-----------------------------------------------
                0.00    0.01       1/1           MAIN__ [1]
[30]     0.0    0.00    0.01       1         __init_MOD_init_main [30]
                0.00    0.00       1/1           __mat_mass_MOD_mat_mass_init [31]
                0.00    0.00       1/1           __mat_gen_MOD_mat_init_prop [33]
                0.00    0.00   25600/921604      __prop_mat_MOD_mat_getprop_e [23]
                0.00    0.00       1/1           __mat_gen_MOD_mat_init_work [34]
                0.00    0.00       1/1           __bc_gen_MOD_bc_init [36]
                0.00    0.00       1/1           __receivers_MOD_rec_init [41]
                0.00    0.00   12800/13524       __spec_grid_MOD_se_inquire [68]
                0.00    0.00   12800/25600       __spec_grid_MOD_se_elem_coord [67]
                0.00    0.00       2/141         __stdio_MOD_io_new_unit [94]
                0.00    0.00       2/2           __plot_postscript_MOD_plot_ps [130]
                0.00    0.00       1/1           __mesh_gen_MOD_mesh_build [158]
                0.00    0.00       1/1           __spec_grid_MOD_se_init [171]
                0.00    0.00       1/1           __plot_gen_MOD_plot_init [163]
                0.00    0.00       1/1           __time_evol_MOD_time_init [175]
                0.00    0.00       1/3           __time_evol_MOD_time_gettimestep [125]
                0.00    0.00       1/26          __memory_info_MOD_storearray [104]
                0.00    0.00       1/1           __time_evol_MOD_time_needsalphafield [176]
                0.00    0.00       1/1           __fields_class_MOD_fields_init [149]
                0.00    0.00       1/18          __memory_info_MOD_memo_echo [111]
-----------------------------------------------
                0.00    0.00       1/1           __init_MOD_init_main [30]
[31]     0.0    0.00    0.00       1         __mat_mass_MOD_mat_mass_init [31]
                0.00    0.00   12800/12802       __spec_grid_MOD_se_volumeweights_e [32]
                0.00    0.00   12800/921604      __prop_mat_MOD_mat_getprop_e [23]
                0.00    0.00   12800/12800       __fields_class_MOD_field_add_elem_1 [74]
                0.00    0.00       1/18          __memory_info_MOD_memo_echo [111]
                0.00    0.00       1/26          __memory_info_MOD_storearray [104]
-----------------------------------------------
                0.00    0.00       2/12802       __mat_elastic_MOD_mat_elast_init_elem_work [38]
                0.00    0.00   12800/12802       __mat_mass_MOD_mat_mass_init [31]
[32]     0.0    0.00    0.00   12802         __spec_grid_MOD_se_volumeweights_e [32]
                0.00    0.00   12802/435203      __spec_grid_MOD___copy_spec_grid_Sem_grid_type [16]
-----------------------------------------------
                0.00    0.00       1/1           __init_MOD_init_main [30]
[33]     0.0    0.00    0.00       1         __mat_gen_MOD_mat_init_prop [33]
